clause,risk
"Payment-Eligible URS User Data, Superset Data, and Shopping Category Data collected through the operation of the Co-Branded Application will be jointly owned by the parties.",0
"On or as soon as practicable following the Effective Date, it is intended that you will be granted an option under the Option Plan to acquire 107,417 ordinary shares in the capital of BTL (""Shares"") (representing approximately 0.6% of the Company's issued share capital as at the Effective Date).",0
"This Agreement may not be assigned by either party, except (a) to the transferee of substantially all of the business operations of such party (whether by asset sale, stock sale, merger or otherwise) or (b) to any entity that controls, is controlled by or is under common control with such party.",1
"Sponsor shall receive exclusive branding and entitlement at the Stadium at (i) a ticketed entryway for the suite tower guests (currently referred to as ""Suite Tower Gate F""); (ii) an open communal space in front of the suite tower (currently referred to as the ""Suite Tower Plaza""); (iii) first floor welcome lobby of suite tower and individual suite corridors (currently referred to as the ""Suite Tower Atrium""); and (iv) an on­site meeting space (currently referred to as the ""Executive Briefing Center"") located adjacent to the suite described below and Forty Niners SC will provide a *** credit towards buildout of the Executive Briefing Center.",0
"Confidential Information shall not, however, include any information which  (vi) is required by law to be disclosed by the receiving party, provided that the receiving party gives the disclosing party prompt written notice of such requirement prior to such disclosure and assistance in obtaining an order protecting the information from public disclosure. ",1
The rights and licenses in this Paragraph (b)(1)(iii) will be extendable t o contractors performing work on behalf of FCE but will not otherwise sub-licensable,1
"Qualigen shall provide to Sekisui and for the benefit of Sekisui's customers of Products a standard commercial written warranty that the Products will be free of defects in materials or workmanship starting from the date the Product has been received by Sekisui's customer and ending after the length of time stated for the applicable Product on Exhibit D hereto (the ""User Warranty"").",0
"The obligations of the Receiving Party pursuant to the provisions of this Agreement shall not apply to any Confidential Information that – 8.4 is disclosed by the Receiving Party to satisfy an order of a court of competent jurisdiction or to comply with the provisions of any law or regulation in force from time to time; provided that in these circumstances, the Receiving Party shall advise the Disclosing Party to take whatever steps it deems necessary to protect its interests in this regard and provided further that the Receiving Party will disclose only that portion of the information which it is legally required to disclose and the Receiving Party will use its reasonable endeavours to protect the confidentiality of such information to the greatest extent possible in the circumstances; ",1
"During the Term of this Agreement and after its expiration or termination, you agree not to directly or indirectly contest, or aid in contesting, the validity or ownership of the Proprietary Marks or take any action detrimental to our rights in the Proprietary Marks.",0
"This Agreement will be governed by and construed inaccordance with the laws of British Columbia and the federal laws of Canada applicable in British Columbia, and the parties irrevocably submit to and accept generally and unconditionally the exclusive jurisdiction of the courts and appellate courts of British Columbia in that regard.",0
"You hereby grant to us (and agree to obtain from your affiliates, owners, employees, and/or contractors), a perpetual, non-exclusive, and worldwide right to use any such ideas, concepts, methods, techniques and products in any businesses that we and/or our affiliates, franchisees and designees operate. We will have the right to use those ideas, concepts, methods, techniques, and/or products without making payment to you. You agree not to use or allow any other person or entity to use any such concept, method, technique or product without obtaining our prior written approval.",0
"No party will be liable to any other for any indirect, consequential, or special damages or for loss of profits. This limitation does not, however, apply to any obligation of either party to indemnify the other in connection with any Indemnifiable Loss.",1
"This Agreement shall be governed by, and construed in accordance with, the laws of the Federal Republic of Germany excluding the United Nations Convention on Contracts of International Sale of Goods (CISG) and the provisions of German private international law.",0
"The following events shall constitute a default by Developer, which shall result in El Pollo Loco's right to declare the termination of this Agreement, if such default is not cured within thirty (30) days after written notice by Franchisor to Developer:<omitted>d. Any change, transfer or conveyance (""Transfer"") in the ownership of Developer, which Transfer has not been approved in advance by Franchisor.",1
"The Operating Principal must supervise the operation of the Franchised Business and must own at least five percent (5%) of the voting and ownership interests in the franchisee entity, unless you obtain our prior<omitted>written approval for the Operating Principal to hold a smaller interest.",1
"Vericel shall be deemed to have accepted such shipment of Product as Conforming Product and any shortage in quantity if it does not provide Rejection Notice within [***] after receipt of delivery describing the reasons for such rejections in reasonable detail, provided, however, that such [***] period shall not apply to any Latent Defects, in which case Vericel shall notify MediWound of any such failure as soon as reasonably possible, but in any event within [***] after the Latent Defect is confirmed by Vericel and prior to expiration of the shelf-life for such Product.",0
"King agrees that from and after the Promotion Commencement Date, the King Sales Force will be staffed with at least [***] full-time Sales Representatives (subject to vacancies consistent with average vacancy rate experienced by King across its total sales force) who are actively promoting the Product in accordance with the Launch Plan or Annual Plan (the ""Minimum Sales Force Level""); provided that King may meet such requirement to actively promote the Product by promoting the Product through P2 Details and P3 Details.",1
"During the Term and for a period of four years after the termination of this Agreement, VerticalNet shall not, directly or indirectly, by itself, through its Affiliates or through any type of joint venture or similar affiliation with a third party, without prior written approval from PaperExchange, buy, sell or trade (a) paper pulp products through exchanges, auctions, or reverse auctions or any other e-commerce medium, (b) paper (other than finished paper-based products, including, but not limited to, books, stamps and labels) and copy paper (i) through exchanges, auctions or reverse auctions or (ii) in quantities greater than one ton through any e-commerce medium, (c) raw materials used to make paper packaging, including, but not limited to, linerboard, medium, other containerboard grades and corrugated sheet through exchanges, auctions, reverse auctions or any other e-commerce medium, or (d) paper rolls and reels weighing more than 50 pounds used by printers through exchanges, auctions, reverse auctions or any other e-commerce medium; provided, however, that this Section 5.8.1 [Non-Competition] shall not apply to advertisements, Storefronts or similar features on VerticalNet's Sites.",0
"“Company Material Adverse Effect” means any Effect that, individually or in the aggregate with any one or more other Effects, (i) has had or would reasonably be expected to have a material adverse effect on the business, financial condition or results of operations of the Company and the Company Subsidiaries, taken as a whole, or (ii) would reasonably be expected to prevent or delay beyond the Outside Date the closing of the Merger; provided, however, that no Effect, to the extent resulting or arising from the following, individually or in the aggregate with any one or more other Effects, shall constitute or shall be considered in determining whether there has occurred a Company Material Adverse Effect:  (A) changes in general economic, regulatory, political, business, financial, congressional appropriation or market conditions in the United States or elsewhere in the world; (B) changes in the credit, debt, financial or capital markets or in interest or exchange rates, in each case, in the United States or elsewhere in the world; (C) changes in conditions generally affecting the industry in which the Company and the Company Subsidiaries operate, including changes in Governmental Entity funding level or program changes; (D) any outbreak of any military conflict, declared or undeclared war, armed hostilities, or acts of foreign or domestic terrorism (including cyber-terrorism); (E) any epidemic, plague, pandemic or other outbreak of illness or public health event (including COVID-19), hurricane, flood, tornado, earthquake or other natural disaster or act of God (or any worsening of any of the foregoing), including, in each case, the response of governmental and non-governmental entities (including COVID-19 Measures); (F) any failure by the Company or any of the Company Subsidiaries to meet any internal or external projections or forecasts, any change in the market price or trading volume of Company Common Stock or any change in the Company’s credit rating (but excluding, in each case, the underlying causes of such failure or decline, as applicable, unless such underlying causes would otherwise be excepted from this definition); (G) the public announcement, pendency or performance of the Transactions or the identity of, or any facts or circumstances relating to Parent, Merger Sub or their respective Affiliates, including, in any such case, the impact thereof on relationships, contractual or otherwise, with customers, suppliers, vendors, lenders, investors, licensors, licensees, venture partners or employees (other than, in each case, for purposes of any representation or warranty set forth in Section 4.4, Section 4.5 or Section 4.11(i)); (H) changes in, including any actions taken to comply with any change in, applicable Laws or the interpretation thereof; (I) changes in, including any actions taken to comply with any change in, GAAP or any other applicable accounting standards or the interpretation thereof; (J) any action required or specifically permitted to be taken by the Company pursuant to the terms of this Agreement or taken at the prior written direction of Parent or Merger Sub; (K) any breach of this Agreement by Parent or Merger Sub; or (L) any litigation or other Proceeding brought by any stockholder of the Company (or a derivative or similar claim) in connection with this Agreement or any of the Transactions to the extent asserting breach of fiduciary duty, inadequate disclosure or violations of applicable securities Law claims; provided, further, that any Effect arising out of or resulting from any change or event referred to in clause (A), (B), (C), (D), (E), (H) or (I) above may constitute, and be taken into account in determining the occurrence of, a Company Material Adverse Effect if and only to the extent that such change or event has a disproportionate adverse impact on the Company and the Company Subsidiaries as compared to any other participants that operate in the industries in which the Company and the Company Subsidiaries operate. (Page 9)",0
"This Agreement shall be governed by the laws of the State of Texas, without reference to its conflicts of law principles.",0
"This Agreement may be terminated as follows:<omitted>(d) by any party if the SMBC Unit-Holders cease to hold any Partnership Interests as a result of sale or transfer pursuant to Section 12.4 of this Agreement or Section 8.4 of the Moelis Holdings Agreement, such termination to be effective six (6) months following the date on which the other parties receive written notice of such party's election to terminate this Agreement;",1
"During the Term, neither Nantz Communications nor Nantz shall enter into any activity, employment, independent contract, or other business arrangement which conflicts with Nantz Communications' or Nantz's obligations under this Agreement or perform any service which reasonably appears to be an endorsement of the sportswear apparel, hats and shoes of a third party without the Company's prior written approval.",0
"Customer is granted a nonexclusive, nontransferable (except to permitted assigns of this Agreement) limited license to use the Licensed Software during the term of this Agreement. Customer shall not sell, lease, copy, distribute, transfer, assign or sublicense the Licensed Software to any third party.",0
"In addition, the following provisions shall survive termination of this Agreement for any reason: Astellas shall assign or cause to be assigned to FG (or if not so assignable, Astellas shall take all reasonable actions to make available to FG) all regulatory filings and registrations (including MAAs and Marketing Approvals) with respect to the Lead Compounds that have been filed or made by or under authority of Astellas, and the rights in trademark with respect to each Lead Compound as provided for in Section 4.4.1, in each case such assignment (or availability)<omitted>shall be made within [ * ] after the notice of termination.",0
"In case of division or merger of Party B, this Agreement shall terminate, and the successor company (or other entity) to Party B's wireless value added business hereunder shall re-apply for business opening to Party A, and timely modify Party B's enterprise identifier code and other information existing on Party A's business system or other business management system.",1
"provided that, in no event clause shall clause (y) of this Section 7.02(q) be used by Holdings, the Borrower or any Restricted Subsidiary to transfer, contribute, exclusively license or otherwise dispose of Intellectual Property that is material to the Borrower and its Restricted Subsidiaries, taken as a whole (as determined in good faith by the Borrower), to Unrestricted Subsidiaries, other than in the case of (x) any non-exclusive lease or non-exclusive license of an intellectual property to any Unrestricted Subsidiary, (y) any exclusive lease or exclusive license of any intellectual property to an Unrestricted Subsidiary that constitutes an exclusive lease or exclusive license solely with respect or the use of such intellectual property in a particular geography in which the Borrower and its Restricted Subsidiaries do not then engage in substantial operations, or a particular business or product line with respect to which the Borrower and it Restricted Subsidiaries are not then engaged, or is not material to the business of the Borrower and its Restricted Subsidiaries, taken as a whole, or (z) development by such Unrestricted Subsidiaries of intellectual property;",1
"Any one or more of the following events shall constitute a ""Maintenance Event of Default"" under this Agreement:<omitted>(d) if Investor shall, at any time, fail to have committed capital in an aggregate minimum amount equal to $5,000,000 less the sum of all Required Capital Contributions (if any) actually made by the Investor during the term of this Agreement, as determined based on the most recent information made available by the Investor to the Agent pursuant to Section 20 below;",1
"5. The Confidential Information shall remain at all times the property of the Company.  No rights to use, license, or otherwise exploit the Confidential Information are granted to the Recipient, by implication or otherwise, by virtue of Confidential Information being made available to the Recipient or any of the Recipient’s Representatives. ",1
"A Transfer shall also be deemed to include a merger or consolidation of Franchisee with any other entity, the issuance of additional securities representing, or convertible into, an Ownership Interest in Franchisee and any Transfer as a result of death (subject to this Section), divorce, insolvency, corporate or partnership dissolution proceedings or otherwise by operation of law.",0
"SCIEN agrees that it will not during the term of this Agreement, or thereafter, attack the title or any rights of HEMISPHERX in and to Interferon alfa-n3 (human leukocyte derived) or attack the validity of the license granted herein by HEMISPHERX and solely owned by HEMISPHERX.",0
"Newegg grants Allied a revocable, non-transferrable, non-assignable (whether voluntarily, or as a result of a change of control, or by operation of law), non-sublicensable, non-exclusive and limited license to use, during the Term, the Newegg Marks solely in connection with Allied's marketing and conduct of the Arena.",1
"The Company shall pay HDI thirty percent (3016) of the Net Sales in excess of Eleven Thousand Dollars ($11,000) per calendar month.",0
"Other than Affiliates of a Party, nothing expressed or implied in this IP Agreement is intended or will be construed to confer upon or give any Person other than the Parties any rights or remedies under or by reason of this IP Agreement or any transaction contemplated hereby.",1
"6. The Contractor shall, at its own expense, return to the State all Confidential Information in its care, custody, control or possession upon request of the State or on termination of the Contract. ",0
"Agreement may be terminated prior to the conclusion of the Term by giving written notice of termination:<omitted>D. By Network 1, for cause. For purpose hereof; ""cause"" shall consist of<omitted>(iii) the providing of vendor services or merchant services by Affiliate or Contractor(s) located by Affiliate which are competitive with Network 1 or without the prior written consent of Network 1, contrary to Section 1.01 [CONTRACTORS] and IV, violation of any clause of Network 1 Affiliate Office Agreement and failure to cure such violation within 30 days of notification",1
"In the event that you use, sell or distribute unauthorized products or services, and do not cease the use, sale, or distribution of unauthorized services or products within ten (10) days after written notice is given to you, we reserve the right to terminate this agreement and/or charge you a fee of One Hundred and No/100 Dollars ($100.00) for each day that you fail to comply with our demand to cease the use, sale or distribution of unauthorized products or services, which is a reasonable estimate of the damages we would incur from your continued use, sale or distribution of unauthorized products or services, and not a penalt",1
The CONFIDENTIAL INFORMATION  shall be used by the RECEIVING PARTY solely for the purpose of discussing AG Projects’ services and products. ,1
"The CAP for Licensed Technology shall be cumulative across all ""Supported Processors"" (including ""additional supported processors"") utilized by LICENSEE.",0
"Thereafter, HEMISPHERX shall purchase from the SCIEN all remaining stock of Product that is of merchantable quality at the same price as was paid by SCIEN.",1
"[5.3 Within [5] working days following the date of effective termination of this Agreement the Recipient will destroy or return to the Discloser (at the Discloser's option) all media containing Confidential Information, and will irrevocably delete and remove all Confidential Information from its computer systems.] ",0
"This Agreement will be governed by and construed in accordance with the laws of England and Wales, without regard to conflict of laws principles.",0
"Upon the expiration of such term, this Agreement will renew automatically for successive terms of one (1) year each unless either party to this Agreement delivers written notice of termination to the other party to this Agreement at least sixty (60) days prior to the end of the original or any renewal term.",0
"MBE shall, at any time during the term of this Agreement, be entitled to audit all such records upon ten (10) days written notice to the Company, in order to confirm the accuracy of such records and conformance with the terms and conditions of this Agreement; provided, however, that no more than one (1) such audit may be conducted in any -------- ------- ninety (90)-day period.",1
The initial term of this Agreement will be for two (2) year(s) commencing on the Effective Date.,0
"Should the services of the Professional be required for longer than one day, the Professional shall be entitled to his daily appearance fee, plus reasonable expenses, for each day in excess of one day.",0
"From the date of this Agreement until the earlier of (1) the Effective Time or (2) termination of this Agreement in <omitted> , the Company will not and will not permit any Company Subsidiary to, directly or indirectly: (Page 27)",0
"Franchisee further agrees that the purchase price shall be further reduced by ten percent (10%) per month for each subsequent month Franchisee fails to act diligently to consummate this transaction. In the event that Franchisee cannot deliver clear title to all of the purchased assets as aforesaid, or in the event there are other unresolved issues, at Pretzel Time's option, the losing of the sale shall be accomplished through an escrow.",1
"Each Seller agrees that for a period commencing on the Effective Date and ending three years after the Closing Date (the ""Non-Solicit Period""), each Seller shall not, directly or indirectly: (i) induce, solicit, recruit or attempt to persuade any employee of the Combined Business to terminate his or her employment with the Buyer or any of its subsidiaries, or (ii) solicit the employment of any of the employees of the Combined Business.",0
"From the date hereof until the Effective Time, <omitted> without the prior written consent of Peoples, Premier Financial shall not, and shall cause its Subsidiaries not to:   15   (a) Ordinary Course. Conduct the business of Premier Financial and its Subsidiaries other than in the ordinary and usual course (Pages 18-19)",1
Any attempted assignment in violation of this section shall be void.,1
"Notwithstanding the Parties entering into any further agreement or arrangement, or any other event or occurrence, the provisions of this Agreement relating to nondisclosure (including the provisions relating to the breach of this Agreement) or use of the Information shall remain in full force and effect for ________ years or as long as the Information is confidential and non-public, whichever is less, unless otherwise agreed to in writing by the Parties hereto. ",0
"Upon termination or expiration, this Agreement and all rights granted hereunder to you will forthwith terminate, and:<omitted>D. You will take such action as may be necessary to cancel or assign to us or our designee, at our option, any assumed name rights or equivalent registration filed with state, city, or county authorities which contains the name ""Buffalo Wild Wings,"" ""bw-3"" or any Mark, and you will furnish us with evidence satisfactory to us of compliance with this obligation within thirty (30) days after termination or expiration of this Agreement.",1
"Section 6.2    Additional Conditions to Central’s and Merger Sub’s Obligations. The respective obligations of Central and Merger Sub to consummate the Merger are subject to the satisfaction or, to the extent permitted by Law, the waiver by Central and Merger Sub on or prior to the Effective Time of each of the following conditions: <omitted> (b)    The representations and warranties of East contained <omitted> (iii) in this Agreement (other than the representations and warranties of East set forth in the first sentence of Section 2.1(a), Section 2.1(c), Section 2.2, Section 2.4 and Section 2.8(b)) shall be true and correct (without giving effect to any limitation as to “materiality” or “East Material Adverse Effect” set forth in any individual such representation or warranty) as of the date of this Agreement and as of the Closing Date, as if made as of such date (except to the extent expressly made as of an earlier date, in which case as of such date), except (in the case of this clause (iii)) where the failure of such representations and warranties to be so true and correct (without giving effect to any limitation as to “materiality” or “East Material Adverse Effect” set forth in any individual such representation or warranty) would not reasonably be expected to have, individually or in the aggregate, an East Material Adverse Effect; (Page 94)",0
"From the date of this Agreement until the earlier of (1) the Effective Time or (2) termination of this Agreement in accordance with Section 8.1, except (w) as otherwise expressly contemplated or permitted by this Agreement, (x) with the prior written approval of Parent or Merger Sub (which shall not be unreasonably withheld, delayed or conditioned), (y) as required by applicable Law or any Governmental Authority or (z) as set forth in Section 5.1 of the Disclosure Schedule, the Company will not and will not permit any Company Subsidiary to, directly or indirectly: (Page 27)",0
"Subject to the terms and conditions of this Agreement, Licensor hereby grants to Licensee, and Licensee hereby accepts from Licensor, an exclusive, non-transferable (except as set forth in Section 10.7) and non-sublicensable (except as provided in Section 2.1(c)) license to use the Licensed Domain Names in connection with the Business during the Term",1
"During the 18-month period following the payment by one Party of any amount due under this Agreement to the other Party, the Party receiving payment (the ""Auditing Party"") shall have the right, at its own expense, to have an independent ""Big Five"" accounting firm (the ""Auditor"") audit the financial records of the other Party (the ""Audited Party"") relating to such payment to verify the accuracy of the Audited Party's financial records in order to verify the amount of the payments owed and/or paid.",1
The only reservation service or system you may use for outgoing reservations referred by or from the Hotel to other Network Hotels will be the Reservation Service or other reservation services we designate;,1
"From time to time during the Term, VerticalNet shall provide a copy of all VerticalNet Medical Product Listings received by VerticalNet after the Effective Date to Neoforma as such Product Listings are made available to VerticalNet for use on Neoforma Plan, Neoforma Shop and Neoforma Auction on an exclusive basis (even as to VerticalNet), to the extent VerticalNet has the right to do so.",1
"On request, Distributor shall provide STAAR with copies or certificates of all such insurance policies.",0
Such audits may be conducted upon reasonable notice during the term of this Agreement and for [***] thereafter.,1
"Except for <omitted> with the prior written consent of Parent (which consent shall not be unreasonably withheld, conditioned or delayed, <omitted> ), <omitted>  without limiting the generality of the foregoing, (II) the Company shall not,  <omitted> : (Page 27)",0
"Each Grantor undertakes not to assert any -------------------- claim for Patent infringement with respect to use and maintenance of Licensed Products against any end user, customer or distributor of Grantee, or any subsequent vendee, lessee, or transferee to the extent the Licensed Products have been acquired from Grantee after the Effective Date and are used for the purpose for which they predominantly have been made (without modification or amendment).",0
"“Company Material Adverse Effect” means any Effect that, individually or in the aggregate with all other Effects, is or would reasonably be expected to (A) be materially adverse to the business, financial condition, assets, Liabilities or results of operations of the Company and its Subsidiaries, taken as a whole or (B) prevent or materially delay the consummation of the Transactions past the Outside Date; provided that, solely with respect to the foregoing clause (A), none of the following Effects (and no Effect that directly results from or arises in connection with the following) shall constitute or shall be taken into account in determining whether there is a Company Material Adverse Effect to the extent resulting from or arising out of: (a) changes in or affecting the economies or general business, economic, regulatory or legislative conditions or securities, financial, credit or capital market conditions (including changes generally in prevailing interest rates, currency exchange rates, credit markets or equity price levels, trading volumes or the imposition of new or increased tariffs) anywhere in the world in which the Company and its Subsidiaries operate, (b) changes in the trading volume or trading price of Shares (provided that the facts and circumstances giving rise to such changes in such volume or price may be deemed to constitute, and may be taken into account in determining whether there is, a Company Material Adverse Effect), (c) changes in the industry in which the Company and its Subsidiaries operate, (d) national or international political conditions, acts of war (whether or not declared), the threat, commencement, continuation or escalation of a war, acts of armed hostility, sabotage, terrorism or cyber intrusion, government shutdown or other international or national calamity or any material worsening of such conditions threatened, or existing as of the Agreement Date, (e) changes (or prospective changes) in Law or GAAP (or in the interpretation thereof), (f) any failure by the Company to meet its guidance or any published analyst projections, estimates or expectations of the Company’s past or projected revenue, earnings or other financial performance or results of operations for any period, in and of itself, and any resulting analyst downgrade of the Company’s securities, or any failure by the Company to meet its internal budgets, plans or forecasts of its revenues, earnings or other financial performance or results of operations, in and of itself (provided that the facts and circumstances giving rise to such failures may be deemed to constitute, and may be taken into account in determining whether there is a Company Material Adverse Effect if such facts and circumstances are not otherwise excluded under this definition), (g) any legal or related Proceedings made or brought by any of the current or former Company Stockholders (on their own behalf or on behalf of the Company) against the Company or the Company Board, relating to, in connection with, or arising out of the Merger or the other Transactions, including the Proxy Statement, (h) any Effects directly or indirectly attributable to the execution, announcement or pendency of this Agreement or the anticipated consummation of the Merger (including the identity of, or any facts or circumstances relating to, Parent as the acquirer of the Company), including the impact thereof on relationships, contractual or otherwise, with officers, employees, customers, suppliers, distributors, vendors, licensors, licensees, lenders, investors, Governmental Authorities, subcontractors or partners (including the exercise, or prospective exercise, by any party of rights that arise upon a change of control) (provided, that this clause (h) shall not apply to any representations and warranties set forth in Section 2.4 or the condition set forth in Section 5.2(a) to the extent related thereto), (i) fires, pandemics, epidemics, disease outbreaks, quarantine restrictions, earthquakes, hurricanes, tornadoes or other natural or man-made disaster or any other national or international calamity, crisis or disaster, or any escalation or worsening of any of the foregoing and including any COVID-19 Responses taken in compliance with Section 4.1 and (j) except for the obligations of the Company and its Subsidiaries set forth in the first sentence of Section 4.1, any Effects resulting from or arising out of (i) the failure by the Company or any of its Subsidiaries to take any action expressly prohibited by this Agreement or (ii) any actions taken by the Company or any of its Subsidiaries as expressly required by this Agreement or with the prior written consent, or at the prior written request, of Parent or Merger Sub after disclosure to Parent of all material facts and information; provided that, with respect to clauses (a), (c), (d), (e) and (i), only to the extent such Effect does not adversely affect the Company and its Subsidiaries, taken as a whole, in a disproportionate manner relative to other similarly situated participants in the industry in which the Company and its Subsidiaries operate (in which case only the incremental disproportionate impact or impacts may be taken into account in determining whether there has been a Company Material Adverse Effect). (Page 34)",1
"Excite will in ""good faith"" ensure Client that the above mentioned banners and promotional placements will be more prominently presented than any other ""competitive retailer's"" banners or promotional placements for the term of the Agreement. For the purposes of this Agreement, a ""competitive retailer"" means an on-line department store comparable to Bloomingdale's, Macy's, Burdine's, Shopping.com, Chef's Catalog or iQVC.",1
"Except <omitted> East shall not and shall not permit any of the East Subsidiaries, without the prior written consent of Central (which consent shall not be unreasonably delayed, withheld or conditioned, <omitted>) to (Page 62)",0
Recipient shall not make any copies of Disclosing Party’s Confidential Information except as needed for the Business Purpose.  ,0
"Distributor acknowledges that Company owns and retains all patents, trademarks, copyrights and other proprietary rights in the Products, and agrees that it will not at any time during or after the termination of this Agreement assert or claim any interest in or take any action which may adversely affect the validity or enforceability of any trademark, trade name, trade secret, copyright, or other proprietary right owned by or licensed to Company.",0
Rubicon shall not contest ownership by ISA of any of the foregoing.,0
"Accordingly, neither you nor any immediate or remote successor to any part of your interest in this Agreement, nor any individual, partnership, corporation, or other legal entity which directly or indirectly owns any interest in you shall not sell, encumber, assign, transfer, convey, pledge, merge, or give away any direct or indirect interest in this Agreement, in you, or in all or substantially all of the assets of the Franchised Business. Any change in the control of you shall be deemed a transfer for purposes of this Agreement.",1
"EFS agrees that it shall approach Licensees regarding any planned EFS Produced Merchandise and give such Licensees a seven (7) day right of first refusal with respect to the design and manufacture thereof, whereby EFS may set forth commercially reasonable requirements with respect to pricing, delivery and product specifications.",0
Neither party may assign this Agreement without the prior written consent of the other.,1
"The Company may renew this Agreement on the same terms and conditions for one (1) additional five year period that shall begin on January 1, 2005 and end on December 31, 2009, by providing a written notice of its intent to effect such renewal to the Professional by November 30, 2004.",1
"Section 5.1 Conduct of Company Business Prior to the Effective Time.  (a) Except (i) as required hereby or by applicable Law, (ii) as disclosed in Section 5.1(a) of the Company Disclosure Schedule or (iii) as consented to in writing by Parent (which consent shall not be unreasonably withheld, delayed or conditioned), prior to the Effective Time, the Company shall, and shall cause each Company Subsidiary to, use reasonable best efforts to conduct its business in the Ordinary Course of Business in all material respects    <omitted>  “Ordinary Course of Business” means the ordinary and usual course of day-to-day operations of the businesses of the Company Entities, consistent with past custom and practice and, except as such term is used in Section 5.1(b), taking into account the conduct and operations of the Company Entities since, and the effect of, the COVID-19 pandemic. (Page 19)",0
This Agreement shall not be assigned by mPhase without the prior written consent of Lucent.,1
"Except <omitted> as approved in writing in advance by Parent (which approval will not be unreasonably withheld, conditioned or delayed) <omitted> the Company will not directly or indirectly, including through any Subsidiary: (Page 61)",0
"This contract shall be for a term of one year commencing on the date first above written; thereafter, it shall automatically continue until terminated by either party upon not less than thirty (30) days prior written notice to the other party.",1
"This Agreement and the performance of<omitted>the parties under this Agreement shall be governed by and construed in accordance with the laws of the State of California, U.S.A., except that body of law concerning conflicts of laws.",0
"“Confidential Information” means: [(a) any information disclosed by [or on behalf of] the Discloser to the Recipient [during the Term / before the end of the Term] (whether disclosed in writing, orally or otherwise) that at the time of disclosure:  (i) was marked as “confidential”; or  (ii) should have been reasonably understood by the Recipient to be confidential;] ",0
"Accordingly, the Recipient hereby agrees that the Confidential Information will be used solely for the Permitted Purpose and not any other purpose. ",1
"MediWound hereby grants to Vericel an exclusive (even as to MediWound), sublicensable, royalty- free, fully paid-up, license in the Territory to use the Licensed Trademarks (as defined in the License Agreement) and a non- exclusive, sublicensable, royalty-free, fully paid-up, license to use the MediWound name and trademark, in",1
"The Licensed Software is a copyrighted software product developed and owned by Metavante. All rights are reserved worldwide. Customer is granted a nonexclusive, nontransferable (except to permitted assigns of this Agreement) limited license to use the Licensed Software during the term of this Agreement.",0
"2. Exclusions. “Confidential Information” excludes information which:  (d) Recipient has independently developed without using any Confidential Information or breaching this Agreement; or  (e) Discloser gives written permission to Recipient to disclose. Subject to the obligations of this Agreement, neither party will be precluded from independently developing technology or pursuing business opportunities similar to those covered by the Confidential Information disclosed hereunder.  Each party acknowledges that the other party may currently or in the future be developing information internally, or receiving information from third parties, that is similar to the Confidential Information.  Nothing in this Agreement will prohibit Recipient from developing or having developed for it products, concepts, systems or techniques that are similar to those contemplated by or embodied in the Confidential Information, provided the Recipient does not violate its obligations under this Agreement. ",0
"Within Seven (7) days of receipt of such Products, Distributor will notify Company of any shortages, defects, non-conformance, and Company will promptly replace such Products free of charge.",1
"Licensee hereby grants all licenses to Fox to enable Fox to provide Wireless Products to VGSL and T-Mobile for distribution to VGSL and T-Mobile subscribers outside of the United States in accordance with the terms of this Agreement, and shall further deliver such Wireless Products to VGSL and T-Mobile on behalf of Fox.",0
"Inktomi will direct the Escrow Agent to release to Microsoft all Confidential Materials held by the Escrow Agent, subject to Microsoft's agreement to use such Confidential Materials only in connection with its licensed rights under clause (iv) above;",1
"We grant to you and you accept a limited, non-exclusive License to use the Marks and the System during the Term at, and in connection with, the operation of the Hotel in accordance with the terms of this Agreement.",0
"Any attempted assignment of this Agreement, or the rights or obligations herein, not in accordance with the terms of this Section 10.10 shall be void.",1
